,,accuracy,f1,precision,recall
0,forum,0.783068783068783,0.5993937390545285,0.7636175297414386,0.5755702012386504
0,synthetic,0.752412196063296,0.6066225133381032,0.7289843015103092,0.5766020549875338
0,mixed_predicted,0.8476640610798036,0.7383367570242761,0.8612128337440806,0.6806514599449504
0,mixed_as_q,0.75714052554268,0.6105288222759069,0.7382360858093922,0.5801180960066751
1,forum,0.7407407407407407,0.5687065146225488,0.695147584191503,0.5458636728690205
1,synthetic,0.761482053261289,0.6055875448052782,0.738403133080144,0.5704547859713364
1,mixed_predicted,0.823123068532994,0.7070196025519878,0.8142356433346282,0.6584517984466821
1,mixed_as_q,0.7582830096295088,0.6025823180373439,0.7343037941220381,0.5691584800571244
2,forum,0.764021164021164,0.6161060710732239,0.6971568269237761,0.5905003592169368
2,synthetic,0.7570436125048244,0.6302827849865265,0.6638130346158986,0.610342088049115
2,mixed_predicted,0.8503908380294491,0.7550121343430128,0.8251613597857338,0.7155354829673408
2,mixed_as_q,0.7581197976171046,0.6290908801698093,0.6651130091368385,0.6089890594649395
3,forum,0.7291005291005291,0.5226004742431319,0.6361042579485452,0.5026292285650574
3,synthetic,0.7412196063296025,0.500079797221383,0.7659211546700767,0.4815538514797319
3,mixed_predicted,0.7940374477367751,0.5670452157482857,0.7957682531663249,0.5281308148396834
3,mixed_as_q,0.7393504161906316,0.5033725602581939,0.734162307021593,0.4852093068527168
4,forum,0.7481481481481481,0.5718620023650454,0.7419982569869753,0.552599856075792
4,synthetic,0.7776920108066384,0.6477710032452091,0.7539978278857408,0.6023376179824913
4,mixed_predicted,0.8454826395200873,0.7636246481112549,0.8380346415737675,0.716445490905722
4,mixed_as_q,0.773135302758283,0.643571856331268,0.7504572863190493,0.6010417313699825
5,forum,0.7714285714285715,0.6156116448312456,0.7747185526352078,0.5791287342089482
5,synthetic,0.7962176765727519,0.6828426220686429,0.7828363262247299,0.6349432118584418
5,mixed_predicted,0.8745682603163061,0.8095135753692971,0.8770699835358157,0.7631151644106723
5,mixed_as_q,0.7923943202219683,0.6777473274300639,0.7811329075379939,0.6307494314803163
6,forum,0.7354497354497355,0.49865707434052764,0.6989992009516267,0.48718715429945375
6,synthetic,0.734851408722501,0.47454275442693056,0.769985690517124,0.46469122423225717
6,mixed_predicted,0.7913106707871296,0.5397959257217558,0.8411631337680401,0.510227653827254
6,mixed_as_q,0.7349436918557206,0.4790480123233543,0.7567921235063899,0.46935172270095427
7,forum,0.7407407407407407,0.4709788450543168,0.4745606075881305,0.4820261437908497
7,synthetic,0.7277113083751447,0.4363052044941527,0.4681225951338927,0.445240649359937
7,mixed_predicted,0.782584984548264,0.47977521190226985,0.5132978934030253,0.47816859566571973
7,mixed_as_q,0.7297209074587889,0.4442918975540158,0.46875519079647116,0.45367210019826626
8,forum,0.7481481481481481,0.4903552513382105,0.8104007833041794,0.5006155955353816
8,synthetic,0.7520262446931687,0.49061942772361616,0.7116682959687739,0.5004887700349441
8,mixed_predicted,0.8123977458643883,0.5387021866695716,0.834032882705828,0.5384302422183391
8,mixed_as_q,0.751428105108536,0.4904187371749424,0.7193964958532432,0.5010767153659806
9,forum,0.7407407407407407,0.49256081436662785,0.8021443619689842,0.5007540488823911
9,synthetic,0.7655345426476264,0.5456667271052309,0.7960406435374235,0.544757936395491
9,mixed_predicted,0.8331212506816943,0.6123498858787638,0.8778922655536716,0.5960770401683775
9,mixed_as_q,0.7617104618899951,0.537615699513104,0.7919735005077181,0.5375701767022687
