,,accuracy,f1,precision,recall
0,forum,0.7703703703703704,0.6455132593911178,0.7381113472497077,0.6064364928001291
0,synthetic,0.7803936703975299,0.6810095961769358,0.7260364202397805,0.6553271817228454
0,mixed_predicted,0.8876567896746046,0.8323707310287607,0.8701040633646643,0.8039231864637849
0,mixed_as_q,0.778847723192427,0.6786013974657717,0.7298044041928161,0.6496264640391481
1,forum,0.7756613756613756,0.6443936904065585,0.7313438966430635,0.6087523587523588
1,synthetic,0.7800077190274025,0.6815038276007348,0.7263967831125937,0.6562711851555852
1,mixed_predicted,0.8900199963642974,0.8353960815865737,0.8716830132365656,0.8073378343266984
1,mixed_as_q,0.7793373592296393,0.679671938460162,0.7301626147578614,0.6515996576111899
2,forum,0.7767195767195767,0.6511108363322535,0.7408207954367714,0.6140808587332651
2,synthetic,0.7805866460825935,0.68204489817233,0.7255281649013181,0.6578943065614887
2,mixed_predicted,0.8889292855844392,0.8350221657375331,0.8691753904641476,0.8082924737298415
2,mixed_as_q,0.7799902072792557,0.6809128655173914,0.7302472209378617,0.653645847065989
3,forum,0.7724867724867724,0.6414120432413116,0.7380402337683892,0.6048327786295701
3,synthetic,0.7819374758780394,0.6857574611246983,0.728114924233808,0.6624459058947568
3,mixed_predicted,0.8894746409743683,0.8362891650870218,0.8690144763051393,0.8102149041141401
3,mixed_as_q,0.7804798433164681,0.6829195636408186,0.7318875324268781,0.656147986265384
4,forum,0.765079365079365,0.636873721061045,0.713623238525552,0.6022603362175555
4,synthetic,0.782130451563103,0.6860880346216919,0.7294427947765078,0.6620464926424049
4,mixed_predicted,0.8896564261043447,0.8357779431959679,0.8701400381680339,0.8091834849444277
4,mixed_as_q,0.7795005712420434,0.6818982341734271,0.7304304717128641,0.6546865321185078
5,forum,0.7693121693121693,0.666355245552776,0.7390800215862051,0.6306437670074033
5,synthetic,0.7829023543033578,0.6874349861053476,0.7285252911554672,0.6645469104581855
5,mixed_predicted,0.8916560625340847,0.8415567366501032,0.8698573703008475,0.8187509625312178
5,mixed_as_q,0.7808062673412763,0.6864594006318021,0.7318139831803961,0.6609086889730277
6,forum,0.7724867724867724,0.6507796162968577,0.7513665260144133,0.6127349576547437
6,synthetic,0.782130451563103,0.6850875412148247,0.7281178478153892,0.6611252546277422
6,mixed_predicted,0.8907471368842028,0.8380847594762195,0.8710352633871589,0.8118007140895814
6,mixed_as_q,0.7806430553288722,0.6832754372356149,0.7326507913568711,0.6562209821481414
7,forum,0.7597883597883598,0.621513993725344,0.6970841212884764,0.5893492524508568
7,synthetic,0.7798147433423389,0.6814018354896162,0.7251769690881765,0.6561123027133641
7,mixed_predicted,0.8860207235048173,0.8299466202689724,0.865418381644305,0.803119502504494
7,mixed_as_q,0.7767259670311735,0.6764141320504997,0.7252730284166119,0.6484821576505729
8,forum,0.7682539682539683,0.6562385390200763,0.703923376149763,0.6294790078212538
8,synthetic,0.7848321111539946,0.6885353647870335,0.731047518814238,0.6647010252063018
8,mixed_predicted,0.889838211234321,0.8369468812654953,0.8637447757974246,0.8154068291933423
8,mixed_as_q,0.7822751754529134,0.6862523130348172,0.7302285189963538,0.6612110730499564
9,forum,0.7703703703703704,0.6543231537090772,0.7124218374218375,0.6222408508504765
9,synthetic,0.7830953299884215,0.6872513596173389,0.729327021001199,0.6644229097168582
9,mixed_predicted,0.8922014179240139,0.8399662594106924,0.8693035415212175,0.8167893822493107
9,mixed_as_q,0.7811326913660845,0.6846794069663645,0.7299588269826884,0.6589249027936213
