Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
64d1f313314e3ceb534d00ac,63df8b424e8794c407667be9,APPROVED,2023-08-08T07:47:37.571000Z,2023-08-08T08:06:23.298000Z,2023-08-08T08:12:45.474000,2023-08-08T08:06:23.784550Z,1126,C16Y0TGC,47,30,Male,White,Germany,Germany,Germany,German,No,DATA_EXPIRED
64d1f6c67356bab250759725,615e1c550d57423174258d74,APPROVED,2023-08-08T08:07:09.269000Z,2023-08-08T08:28:01.358000Z,2023-08-08T08:29:29.930000,2023-08-08T08:28:02.059802Z,1253,C16Y0TGC,432,23,Female,White,Germany,Germany,Germany,German,Yes,Part-Time
64d1f78ea2549cdd3fc11c1a,63319b82500975d5229112f6,APPROVED,2023-08-08T08:09:13.945000Z,2023-08-08T08:36:03.624000Z,2023-08-08T08:40:36.720000,2023-08-08T08:36:04.403636Z,1610,C16Y0TGC,379,29,Male,White,Germany,Germany,Germany,German,No,Unemployed (and job seeking)
64d1fd08bc1a88665de33705,607c806a362210faecfdecf8,APPROVED,2023-08-08T08:30:03.062000Z,2023-08-08T08:45:46.841000Z,2023-08-08T09:05:33.496000,2023-08-08T08:45:47.950582Z,944,C16Y0TGC,444,22,Female,White,Germany,Germany,Germany,German,No,Full-Time
64d202f7b79c610681113153,627be8df969ba21063c8a31f,APPROVED,2023-08-08T08:57:08.853000Z,2023-08-08T09:19:52.983000Z,2023-08-08T09:22:26.015000,2023-08-08T09:19:53.814982Z,1365,C16Y0TGC,722,24,Female,White,Germany,Germany,Germany,German,Yes,Part-Time
