Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
64dc7992fd5c8149d3b5d4f2,63ff4bca9f6d50bb62ae683d,APPROVED,2023-08-16T07:24:04.949000Z,2023-08-16T07:41:17.933000Z,2023-08-16T08:33:22.546000,2023-08-16T07:41:18.405557Z,1033,C16Y0TGC,240,25,Male,White,Germany,Germany,Germany,German,Yes,Part-Time
64dc83470a675f1d3242da0d,615e8f741080a9481b8e3441,APPROVED,2023-08-16T08:05:27.361000Z,2023-08-16T11:49:54.783000Z,2023-08-16T12:59:32.240000,2023-08-16T11:49:55.577104Z,13468,C16Y0TGC,202,52,Male,White,Germany,Germany,Germany,German,No,Full-Time
64dc8c44c4bc6cf69ee2ecde,63c0248462575e87cc07777e,APPROVED,2023-08-16T08:43:52.555000Z,2023-08-16T09:02:55.847000Z,2023-08-16T09:16:40.235000,2023-08-16T09:02:56.970432Z,1144,C16Y0TGC,123,32,Male,Asian,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
64dc94dddfd5edb7577225ac,62c5888ad7c94c75afc8397d,APPROVED,2023-08-16T09:20:32.677000Z,2023-08-16T09:46:23.646000Z,2023-08-16T09:47:14.921000,2023-08-16T09:46:24.455929Z,1551,C16Y0TGC,81,31,Female,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
64dc95fd670a932859a08d7a,63bd9467ea3c9a7021048289,APPROVED,2023-08-16T09:27:49.380000Z,2023-08-16T09:47:40.379000Z,2023-08-16T09:48:34.313000,2023-08-16T09:47:59.512906Z,1191,C16Y0TGC,306,25,Female,White,Germany,Germany,Germany,German,Yes,Part-Time
64dc97f0509832556ec5477c,6060dc354e4fcd8373c1380b,APPROVED,2023-08-16T09:33:40.811000Z,2023-08-16T09:48:28.357000Z,2023-08-16T09:49:11.516000,2023-08-16T09:49:09.691350Z,888,C16Y0TGC,626,28,Male,White,Germany,Germany,Germany,German,No,Part-Time
64dc992a8728d05e89c86d12,5a71c8ccb7fcdc0001e40726,APPROVED,2023-08-16T09:39:27.728000Z,2023-08-16T10:04:40.176000Z,2023-08-16T11:35:17.732000,2023-08-16T10:04:41.611269Z,1513,C16Y0TGC,173,28,Male,White,Germany,Germany,Germany,German,No,Full-Time
