,,accuracy,f1,precision,recall
0,GLoHBCD,0.8338624338624339,0.7445050248946855,0.7946843670260727,0.7127519440353666
0,Instagram Data,0.6644736842105263,0.6054886011851712,0.661119126418811,0.5936640502354787
0,Smoke Stop Forum,0.7730600292825769,0.6844051551235659,0.7362075140877424,0.6539998079323922
0,Synthetic GPT3 Data,0.8918918918918919,0.8442612942612944,0.8280672268907563,0.870234703568037
0,Health Coach Dialogue Corpus,0.6515748031496063,0.644870337133028,0.7262671463250564,0.6556992027580263
0,DARN-CT-based Wizard of Oz Dialogues,0.7625,0.7666666666666666,0.8025175882318739,0.7895622895622895
0,Optifast Mock-Chatbot,0.7777777777777778,0.644537967236854,0.6567460317460317,0.6531590413943356
1,GLoHBCD,0.8317460317460318,0.7537692277881773,0.7856430291414811,0.729947364974103
1,Instagram Data,0.6885964912280702,0.6445826530746966,0.6914119607007837,0.6297980115122973
1,Smoke Stop Forum,0.7833089311859444,0.7011515054993316,0.727330696868553,0.6812457985210795
1,Synthetic GPT3 Data,0.8918918918918919,0.847094177476816,0.8043083900226756,0.9116809116809117
1,Health Coach Dialogue Corpus,0.7007874015748031,0.6969662369295119,0.7352399934383201,0.7006176829706242
1,DARN-CT-based Wizard of Oz Dialogues,0.8,0.8141025641025642,0.840896311291048,0.8392255892255892
1,Optifast Mock-Chatbot,0.7555555555555555,0.6453748006379586,0.6276106934001671,0.6718020541549953
2,GLoHBCD,0.8137566137566138,0.7332064563439641,0.749093886174264,0.7198553575558924
2,Instagram Data,0.6918859649122807,0.6474781538599518,0.6751382128694837,0.6379794174079888
2,Smoke Stop Forum,0.7920937042459737,0.7047851160078951,0.7425627006034353,0.680126404494382
2,Synthetic GPT3 Data,0.9054054054054054,0.8504854368932039,0.8186274509803922,0.8958757292090626
2,Health Coach Dialogue Corpus,0.7224409448818898,0.7226305779149857,0.7615221758345979,0.7261761114702292
2,DARN-CT-based Wizard of Oz Dialogues,0.8125,0.8134590000418092,0.8296296296296296,0.8501683501683502
2,Optifast Mock-Chatbot,0.7444444444444445,0.6150942028985508,0.613151364764268,0.6235605353252412
3,GLoHBCD,0.8275132275132275,0.7546946103987805,0.787447959723846,0.7300543089313143
3,Instagram Data,0.680921052631579,0.6290114138041617,0.6799588855895844,0.6152694924123495
3,Smoke Stop Forum,0.7906295754026355,0.7000234925960784,0.7526474622770918,0.669181551906271
3,Synthetic GPT3 Data,0.8918918918918919,0.8632478632478633,0.869281045751634,0.870234703568037
3,Health Coach Dialogue Corpus,0.6515748031496063,0.6436351944480071,0.7120674833440791,0.6541729512317748
3,DARN-CT-based Wizard of Oz Dialogues,0.75,0.7324866712719414,0.7510064412238325,0.7794612794612794
3,Optifast Mock-Chatbot,0.7222222222222222,0.5910150455605002,0.5847701149425287,0.6129785247432307
4,GLoHBCD,0.8243386243386244,0.7513541653125841,0.7726848539057842,0.7340369078336993
4,Instagram Data,0.6918859649122807,0.6477498512828835,0.6952418237941963,0.6324646781789639
4,Smoke Stop Forum,0.7862371888726208,0.6960837026195605,0.7241714353838816,0.6776085181984058
4,Synthetic GPT3 Data,0.9054054054054054,0.8609309054031885,0.8412698412698413,0.8958757292090626
4,Health Coach Dialogue Corpus,0.6929133858267716,0.690710755040237,0.7293812295883656,0.6963082668965023
4,DARN-CT-based Wizard of Oz Dialogues,0.8125,0.8054383497421472,0.8101928755998523,0.8501683501683502
4,Optifast Mock-Chatbot,0.7222222222222222,0.5856195015152121,0.5935140882509303,0.6261126672891378
5,GLoHBCD,0.8338624338624339,0.7560117086863883,0.7880867684195975,0.7318694377517908
5,Instagram Data,0.6765350877192983,0.6348296166950037,0.663817085496,0.6244297924297925
5,Smoke Stop Forum,0.7950219619326501,0.7150859268324027,0.7430982714001582,0.6939096561989819
5,Synthetic GPT3 Data,0.8378378378378378,0.7774719673802242,0.7704545454545455,0.7896486229819564
5,Health Coach Dialogue Corpus,0.6948818897637795,0.6945494669082602,0.7378063850334525,0.697224017812253
5,DARN-CT-based Wizard of Oz Dialogues,0.8,0.8241196144009443,0.8594402673350041,0.8392255892255892
