Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
64c90a8d556bc6825060ba39,63b6c7ef20c45fd1cff1ddca,APPROVED,2023-08-01T13:37:57.129000Z,2023-08-01T14:02:58.453000Z,2023-08-01T14:08:38.770000,2023-08-01T14:03:05.635914Z,1502,CI6WC5XK,351,45,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
64c90b6abecb4a1882a0dca6,63809d173657654197c1c97f,APPROVED,2023-08-01T13:41:00.674000Z,2023-08-01T14:09:53.514000Z,2023-08-01T14:11:27.088000,2023-08-01T14:09:53.963244Z,1733,CI6WC5XK,235,35,Male,White,Germany,Germany,Germany,German,No,Full-Time
64c90bde30a6a4e7475caa34,6107d58fd0b5c8a221809ccf,APPROVED,2023-08-01T13:42:58.254000Z,2023-08-01T14:01:12.378000Z,2023-08-01T14:08:38.921000,2023-08-01T14:01:12.802914Z,1095,CI6WC5XK,103,21,Female,White,Germany,Germany,Germany,German,Yes,Part-Time
64c90cecac353d63c316d267,60e80eac448c1761ce03dc27,APPROVED,2023-08-01T13:47:44.314000Z,2023-08-01T14:10:44.446000Z,2023-08-01T14:11:51.032000,2023-08-01T14:10:45.380015Z,1381,CI6WC5XK,284,34,Male,White,Germany,Germany,Germany,German,No,Part-Time
64c90ddbe3526616f3242246,5f16bb739c6d933b43fa9121,APPROVED,2023-08-01T13:51:31.500000Z,2023-08-01T14:07:32.733000Z,2023-08-01T14:08:39.055000,2023-08-01T14:07:34.179341Z,962,CI6WC5XK,203,31,Female,White,Germany,Germany,Germany,German,Yes,Full-Time
